listing_id,high,medium,low
6904473,0.0112394,0.150373,0.838388
7189842,0.00347447,0.0285753,0.96795
6945206,0.0846953,0.480857,0.434447
6818353,0.0272407,0.306596,0.666163
6857169,0.0859277,0.511586,0.402486
6868131,0.0295838,0.192675,0.777741
6922250,0.00706609,0.139804,0.85313
6903905,0.0113969,0.788798,0.199805
7099109,0.0427951,0.458345,0.49886
6874556,0.0145822,0.0762487,0.909169
6827518,0.0212986,0.0897713,0.88893
6817712,0.000418639,0.004019,0.995562
6902065,0.00173906,0.0818605,0.9164
6897991,7.7468e-05,0.00240593,0.997517
6931550,0.336935,0.462693,0.200371
7211360,0.0145699,0.191793,0.793637
6873050,0.580414,0.37449,0.0450956
6857549,0.000231218,0.00615692,0.993612
6913757,0.158984,0.660877,0.18014
6816740,0.037592,0.362443,0.599965
6825507,0.0548718,0.417955,0.527173
6925487,0.0109598,0.150281,0.838759
7227300,0.0232956,0.152193,0.824512
6813661,0.0647701,0.165999,0.769231
6856932,0.0798547,0.486873,0.433272
6856336,0.00927608,0.127462,0.863262
6902417,0.0241133,0.272486,0.7034
6921306,0.000555465,0.00635913,0.993085
6900789,0.0113228,0.320748,0.66793
6846808,0.0542122,0.292517,0.653271
6919838,0.003942,0.141478,0.85458
6870741,0.0267907,0.271066,0.702143
7157661,0.0197495,0.209779,0.770471
6897911,0.061119,0.356654,0.582227
6925657,0.00895708,0.195635,0.795408
6822992,0.00145945,0.0138241,0.984717
6828433,0.040259,0.22724,0.732501
6868718,0.130364,0.60991,0.259726
6885876,0.111796,0.521761,0.366442
6921629,0.206145,0.361604,0.432251
6930554,0.0177314,0.534893,0.447375
6918851,0.039241,0.352978,0.607781
6821181,0.0622438,0.258619,0.679137
7225095,0.0950353,0.547321,0.357644
6845005,0.108965,0.44273,0.448305
6852958,0.141536,0.395047,0.463417
6865461,0.00378016,0.0214349,0.974785
6885664,0.160512,0.441838,0.39765
6936195,0.130358,0.661737,0.207905
6839706,0.123287,0.408292,0.468421
6911762,0.00675496,0.11175,0.881495
7233869,0.436815,0.41031,0.152875
6854197,0.000739044,0.00772189,0.991539
6836283,0.00141894,0.0504942,0.948087
6887701,0.000129237,0.00283162,0.997039
6891404,0.000155969,0.00337708,0.996467
6905144,0.00359867,0.0871825,0.909219
6895547,0.0130815,0.0392569,0.947662
6848497,0.00851057,0.114931,0.876558
6827209,0.00837776,0.166131,0.825491
6909992,0.00186423,0.0322036,0.965932
6851526,0.0493308,0.211192,0.739477
6940312,0.00198838,0.18448,0.813532
6900721,0.000709182,0.00394484,0.995346
6831948,0.11715,0.614532,0.268319
6936666,0.0507318,0.742662,0.206606
6878191,0.0552049,0.225689,0.719106
6849736,0.00424127,0.0371802,0.958579
6863943,0.00373548,0.0940551,0.902209
7199430,0.0220349,0.262248,0.715717
6916729,0.0951006,0.399603,0.505296
6841787,0.00064366,0.0111136,0.988243
6880245,0.174157,0.418198,0.407645
6853673,0.0315484,0.0586067,0.909845
6906098,0.0229429,0.179052,0.798005
6867268,0.355806,0.416511,0.227683
7201368,0.00472559,0.0934831,0.901791
6904577,0.0420756,0.531505,0.426419
6917854,0.00448229,0.0755167,0.920001
6924761,0.00257588,0.144725,0.852699
6918333,0.0197625,0.169761,0.810477
6899699,0.00661852,0.0159939,0.977388
7198610,0.163647,0.338795,0.497558
6827605,0.00427439,0.0271576,0.968568
6931258,0.00246771,0.053434,0.944098
6815932,0.132801,0.444279,0.42292
6825043,0.108983,0.244467,0.646549
6939172,0.124849,0.482834,0.392317
7119752,0.010513,0.255394,0.734093
6818172,0.12505,0.480881,0.394069
6860455,0.00118822,0.0345333,0.964279
6858866,0.0419107,0.390074,0.568015
6919484,0.00192699,0.0476709,0.950402
6897594,0.00112754,0.00983381,0.989039
6849631,0.352035,0.455623,0.192342
6819358,0.00090025,0.015938,0.983162
6945378,0.0254478,0.254151,0.720401
6897875,0.00179141,0.0262747,0.971934
6842132,0.00246843,0.0320388,0.965493
6912235,0.0410793,0.397189,0.561731
6904222,0.00378112,0.0932027,0.903016
6812270,0.000899966,0.00936091,0.989739
6914263,0.0420537,0.228016,0.72993
6877280,0.0180055,0.327475,0.654519
6920457,0.00692089,0.0548945,0.938185
6865500,0.00127211,0.0127892,0.985939
6930008,0.00220269,0.0177996,0.979998
6844267,0.123445,0.366312,0.510244
7169747,0.702869,0.255771,0.0413599
6881873,0.00208784,0.012714,0.985198
6911508,0.00713367,0.136453,0.856413
6832589,0.0635406,0.618115,0.318344
6932602,0.12374,0.408914,0.467346
6848009,0.0547727,0.455638,0.48959
6861542,0.00204966,0.0201296,0.977821
6927383,0.00346362,0.0442822,0.952254
7102075,0.238022,0.464132,0.297846
6899123,0.00357982,0.0870932,0.909327
6831541,0.20204,0.651244,0.146716
6946657,0.104354,0.598995,0.296651
6945724,0.00381269,0.0504638,0.945723
6920612,0.00162277,0.058612,0.939765
6818111,0.00617758,0.109151,0.884671
6939257,0.000662866,0.00918513,0.990152
6942834,0.00268641,0.0910411,0.906273
6934021,0.552102,0.279323,0.168575
6860664,0.0346892,0.262978,0.702333
6905850,0.0031465,0.0177659,0.979088
6872756,0.0130852,0.126056,0.860858
6936814,0.00126144,0.0236766,0.975062
6882102,0.0283414,0.27617,0.695489
6873214,0.0506067,0.25802,0.691373
6918788,0.0283931,0.368488,0.603119
6933227,0.0109869,0.233987,0.755026
6894666,0.000274321,0.00234239,0.997383
6922777,0.0117117,0.364331,0.623957
6823689,0.015648,0.189558,0.794794
6911240,0.0761634,0.305951,0.617886
6900533,0.00126634,0.0246262,0.974107
6862789,0.00526131,0.098808,0.895931
6901231,0.0245201,0.403063,0.572417
6834237,0.0304125,0.198247,0.771341
6943865,0.0134407,0.0409504,0.945609
6833653,0.187882,0.565917,0.246201
6934916,0.000463085,0.0132985,0.986238
6820880,0.0343164,0.365929,0.599754
7200472,0.000356746,0.00665998,0.992983
6812586,0.000240895,0.00373691,0.996022
6909794,0.0691194,0.323684,0.607197
6918156,0.00595748,0.173761,0.820281
6913944,0.325058,0.626065,0.0488772
7156277,0.00018363,0.00245999,0.997356
6841706,0.00122142,0.00826829,0.99051
6888323,0.00297545,0.046733,0.950292
6947023,0.0924493,0.371322,0.536229
6932691,0.100518,0.378939,0.520543
6845424,0.0948666,0.361112,0.544022
6904351,0.0405799,0.406493,0.552927
7146955,0.0414707,0.305269,0.65326
6887968,0.0598599,0.510862,0.429278
6891529,4.94973e-05,0.00148132,0.998469
6837434,0.585818,0.358975,0.0552069
6879741,0.335267,0.487975,0.176758
6942205,0.0242488,0.16983,0.805921
7222822,0.0469897,0.221195,0.731815
6859810,0.0302129,0.238122,0.731665
6914182,0.0127608,0.133197,0.854043
6882754,0.0199419,0.501338,0.47872
6814373,0.0220304,0.130406,0.847564
6849197,0.0158959,0.448857,0.535247
6943017,0.0804613,0.508116,0.411422
6834722,0.101396,0.246266,0.652338
6818479,0.00896419,0.141279,0.849757
6819902,0.000930994,0.013405,0.985664
7177379,0.0538161,0.422068,0.524116
6901629,0.0467819,0.420691,0.532527
6944949,0.000950988,0.0367125,0.962336
6898010,0.00115112,0.023475,0.975374
6843561,0.399579,0.337442,0.262979
6900617,0.0628365,0.351026,0.586138
6926586,0.0238009,0.330945,0.645254
6920749,0.119079,0.650821,0.2301
6886613,0.000834441,0.0320813,0.967084
6931938,0.00186982,0.0776102,0.92052
6879135,0.0103491,0.333639,0.656012
6918562,0.00314548,0.0814481,0.915406
7165609,0.00239956,0.0523083,0.945292
6908191,0.010344,0.0977411,0.891915
6902964,0.39874,0.466983,0.134277
6889440,0.0206869,0.156631,0.822682
6832854,0.104192,0.42398,0.471828
6930742,0.0268121,0.172683,0.800505
6902486,0.010087,0.20865,0.781263
6875981,0.0564295,0.262645,0.680925
6865577,0.524389,0.400014,0.0755978
6855904,0.00454111,0.0117528,0.983706
6916577,0.00275762,0.0381282,0.959114
6838802,0.0117693,0.142623,0.845608
6842771,0.22028,0.708449,0.071271
6937685,0.0742281,0.444422,0.48135
6860805,0.0481765,0.448129,0.503694
6849652,0.110729,0.597095,0.292175
6947998,0.0396809,0.464102,0.496218
6833308,0.0188009,0.308373,0.672826
7213470,0.000212174,0.0168001,0.982988
6884671,0.00482156,0.0479324,0.947246
6936282,0.0864503,0.447904,0.465646
7233969,0.00116108,0.0127505,0.986088
6935606,0.0269552,0.229482,0.743563
6906199,0.0229068,0.282038,0.695055
6888519,0.00033768,0.00554199,0.99412
6858309,0.118915,0.721187,0.159898
6840185,0.178615,0.325211,0.496174
6883530,0.0636871,0.362718,0.573595
6944838,0.000320433,0.00419007,0.99549
6820808,0.0888794,0.280107,0.631013
6826040,0.00187838,0.143813,0.854308
6824919,0.017792,0.258117,0.724091
6895414,0.000593416,0.0197992,0.979607
6894847,0.00528861,0.0983992,0.896312
6816160,0.068047,0.42653,0.505423
6847447,0.00164413,0.0493715,0.948984
6888938,0.00627577,0.0968183,0.896906
7112003,0.0019363,0.0236536,0.97441
6897389,0.0630725,0.0600035,0.876924
6937253,0.000885802,0.0195381,0.979576
6853232,0.356298,0.475848,0.167854
6863407,0.00428841,0.026659,0.969052
6879020,0.0487782,0.486919,0.464303
7170331,0.0445552,0.239067,0.716378
6884075,0.000443012,0.00463392,0.994923
6819323,0.100824,0.425151,0.474025
6920555,0.0739037,0.35986,0.566236
7227373,0.0284931,0.160125,0.811382
6844159,0.48449,0.23687,0.27864
6908508,0.21672,0.392523,0.390756
6909579,0.00380307,0.0295101,0.966687
6943159,0.0352596,0.402081,0.562659
6879773,0.000711534,0.0234593,0.975829
6862530,0.146253,0.411354,0.442393
6857802,0.537701,0.361744,0.100555
7076999,0.0277111,0.444474,0.527815
6832275,0.81461,0.162622,0.0227678
7305985,0.000422899,0.0099521,0.989625
6942590,0.122162,0.529558,0.34828
6820945,0.0346543,0.738212,0.227134
6865067,0.00856813,0.0967098,0.894722
6866024,0.166212,0.3765,0.457288
6935644,0.455786,0.435248,0.108966
6866390,0.00110567,0.00476352,0.994131
6870304,0.35416,0.479256,0.166584
6830152,0.0355948,0.204047,0.760358
7227199,0.000321054,0.0136695,0.986009
6886487,0.00041637,0.0040384,0.995545
6884400,0.0475126,0.301709,0.650778
6820214,0.0144907,0.313076,0.672433
6929148,0.145764,0.516835,0.337401
6892615,0.121955,0.57956,0.298485
6946255,0.00378766,0.0252005,0.971012
7119078,0.0542765,0.433963,0.51176
6872076,0.00140968,0.0147237,0.983867
6924774,0.00672082,0.252716,0.740563
6885424,0.00290338,0.0377111,0.959385
7227321,0.211448,0.561627,0.226926
6850600,0.00752832,0.182995,0.809476
6927395,0.0728491,0.395132,0.532019
6902743,0.00152472,0.00839869,0.990077
6897192,0.204029,0.457496,0.338475
6814206,0.00363961,0.0188955,0.977465
6944408,0.000347431,0.00414996,0.995503
6939743,0.000173014,0.00417824,0.995649
7137558,0.0225649,0.227155,0.75028
6915103,0.0311866,0.466054,0.502759
6873629,0.00587683,0.133296,0.860827
6915401,0.0170549,0.174818,0.808127
6880300,0.677402,0.262503,0.060095
6937500,0.327033,0.498056,0.174911
7193016,0.00349484,0.0876309,0.908874
6892160,0.0792316,0.599322,0.321446
6928506,0.00138392,0.00985872,0.988757
6896291,0.161119,0.516964,0.321917
6847717,0.00195082,0.0283871,0.969662
6902035,0.0237189,0.476691,0.49959
6849172,0.0116614,0.105246,0.883092
6890348,0.0011512,0.0090085,0.98984
6922948,0.141198,0.635865,0.222938
6901873,0.00754418,0.225978,0.766478
6839477,0.0440766,0.375963,0.579961
6943534,0.220074,0.456259,0.323667
6835201,0.00113314,0.00309746,0.995769
6856935,0.0152111,0.245755,0.739034
6839879,0.00930323,0.206278,0.784418
7165448,0.307714,0.14764,0.544646
6864282,0.00175667,0.0305051,0.967738
6878876,0.192458,0.44641,0.361132
6840355,0.235837,0.534092,0.230071
6906631,0.0385372,0.425384,0.536079
6922141,0.038296,0.255311,0.706393
6923586,0.050907,0.244647,0.704446
6926844,0.0572287,0.545705,0.397067
7164230,0.000810991,0.0282273,0.970962
6820855,0.0733107,0.546997,0.379693
6887684,0.538761,0.366785,0.0944543
6880557,8.67308e-05,0.00246266,0.997451
6906225,0.0032546,0.0677143,0.929031
7167344,0.00193401,0.032458,0.965608
6893842,0.00553474,0.0326225,0.961843
6931613,0.0052376,0.0728097,0.921953
6819569,0.0704312,0.246385,0.683184
6933009,0.0909941,0.514847,0.394159
6910389,0.00590352,0.0716527,0.922444
6827114,0.078075,0.474957,0.446968
6906239,0.00873818,0.131149,0.860113
6821145,0.0305774,0.303143,0.66628
6929014,0.00112796,0.0320685,0.966803
6917621,0.0114021,0.0617745,0.926823
6883922,0.0560828,0.504894,0.439023
6926588,0.00215862,0.0576418,0.9402
6866819,0.00302495,0.0442864,0.952689
6900205,0.000556973,0.0028469,0.996596
6860140,0.000470826,0.0070501,0.992479
6925229,0.0266993,0.362756,0.610545
6837881,0.0714409,0.203823,0.724737
6933042,0.0179287,0.231487,0.750584
6855297,0.0288532,0.273316,0.697831
7088364,0.0867828,0.517646,0.395571
6824888,0.0252378,0.190787,0.783975
6840589,0.0542848,0.382959,0.562756
6911704,0.0167052,0.322603,0.660692
6815302,0.204707,0.417874,0.377419
6897664,0.0018238,0.0324978,0.965678
6830065,0.00676178,0.0689485,0.92429
6849355,0.00515302,0.0777588,0.917088
6827075,0.165701,0.303407,0.530892
6910400,0.00335539,0.0486913,0.947953
6814060,0.0771866,0.38667,0.536144
6842642,0.0062351,0.111344,0.882421
6885689,0.0047667,0.130675,0.864559
6910972,0.0287471,0.408751,0.562502
6939795,0.0162262,0.071978,0.911796
7101932,0.00673964,0.0702032,0.923057
6947471,0.021133,0.388266,0.5906
6932547,0.441748,0.403159,0.155092
6889138,0.167927,0.510237,0.321836
6890119,0.000345981,0.0059307,0.993723
6940713,0.00664354,0.101743,0.891613
6897362,0.260128,0.471573,0.268299
6931167,0.0230717,0.0846559,0.892272
6931472,0.0167168,0.0256481,0.957635
6862249,0.694446,0.242425,0.0631286
6860766,0.00778815,0.154042,0.838169
6891645,6.85921e-05,0.00151004,0.998421
6890300,0.00357131,0.0206289,0.9758
6920380,0.0126249,0.183382,0.803993
6852067,0.00838761,0.141198,0.850414
7194123,0.0406451,0.346892,0.612463
6869055,0.0327395,0.270192,0.697069
6872395,0.0190365,0.163158,0.817805
6849581,0.0498716,0.189099,0.76103
6889925,0.0202781,0.243612,0.73611
6914884,0.015006,0.31983,0.665164
6842788,0.187388,0.419321,0.393291
6886779,0.0476998,0.230588,0.721712
6927247,0.0291096,0.349186,0.621704
7126332,0.0888404,0.461535,0.449625
6873709,0.0358609,0.235204,0.728935
6898153,0.000523261,0.00698279,0.992494
6843691,0.000262842,0.00329689,0.99644
6855139,0.0543994,0.22721,0.71839
6891161,0.00390226,0.0580169,0.938081
6896221,0.577398,0.326775,0.0958276
6862015,0.538816,0.309962,0.151223
6823891,0.000525123,0.00292441,0.99655
6941713,0.237046,0.502839,0.260115
7452197,0.0133781,0.0957327,0.890889
7092487,0.159176,0.429884,0.41094
6927697,0.0145162,0.18386,0.801624
6935193,0.109867,0.393027,0.497105
6831660,0.056209,0.334978,0.608813
6925640,0.000728579,0.0317344,0.967537
6902330,0.0364388,0.387578,0.575983
6829073,0.080511,0.286586,0.632903
6913401,0.01101,0.161645,0.827345
6941036,0.0434667,0.259869,0.696665
6888353,6.9691e-05,0.00147416,0.998456
6880981,0.0333035,0.308474,0.658223
6837614,0.0303236,0.168989,0.800687
6942212,0.00296387,0.0576263,0.93941
6860659,0.00045269,0.0144353,0.985112
6904839,0.0129366,0.106967,0.880097
6940944,0.00581329,0.249744,0.744442
6820380,0.0462989,0.472555,0.481146
6891165,0.0150789,0.201199,0.783722
6865453,0.00742304,0.150171,0.842406
6913682,0.124527,0.429247,0.446226
6838503,0.00563124,0.0104113,0.983957
6918557,0.0974996,0.411031,0.49147
6832116,0.000315127,0.00739721,0.992288
6878303,0.0149459,0.295918,0.689137
6937777,0.0226737,0.0800583,0.897268
6912324,0.00440876,0.201756,0.793836
7129541,0.0526229,0.382131,0.565246
6921316,0.00140094,0.00633673,0.992262
6882710,0.00530476,0.0230813,0.971614
6885227,0.000317512,0.00506294,0.994619
6816340,0.523816,0.35946,0.116724
6896127,0.0347695,0.254874,0.710357
7204909,0.271032,0.362241,0.366727
6826761,0.012309,0.201029,0.786662
6833688,0.108124,0.542277,0.349599
7232100,0.151121,0.366705,0.482173
6902350,0.0136174,0.218196,0.768187
6862720,0.156749,0.539007,0.304244
6862257,0.148884,0.476162,0.374954
6834745,0.138703,0.372717,0.48858
6893596,0.115773,0.579989,0.304238
6943148,0.00190132,0.0537722,0.944326
6817323,0.00084203,0.00575199,0.993406
6903477,0.00221762,0.0441621,0.95362
6873454,0.043534,0.217512,0.738954
6861046,0.0144208,0.110412,0.875168
6934857,0.00154788,0.0155752,0.982877
6813919,0.00253743,0.0317424,0.96572
6847951,0.250128,0.502765,0.247107
6943583,0.107945,0.53637,0.355685
6814897,0.0376481,0.383125,0.579226
6945639,0.0522182,0.416524,0.531258
7192947,0.000458724,0.00652084,0.99302
6915184,0.126717,0.38765,0.485633
6922752,0.102794,0.641657,0.255549
6844478,0.383144,0.33609,0.280766
6872663,0.0821444,0.552316,0.365539
6840222,0.0135093,0.168418,0.818073
6812731,0.000195096,0.00364065,0.996164
7207338,0.0290115,0.242623,0.728365
7136916,0.0491906,0.273052,0.677757
6887455,0.000511901,0.00691847,0.99257
6843615,0.000221908,0.00263283,0.997145
6927259,0.0139909,0.28605,0.699959
6877512,0.0511755,0.371398,0.577426
6836155,0.0116189,0.0327542,0.955627
7113605,0.00221573,0.0415907,0.956194
6825436,0.00247421,0.0618638,0.935662
6832848,9.90606e-05,0.00364126,0.99626
6850070,0.160034,0.530786,0.30918
6942576,0.00565256,0.074255,0.920092
6920672,0.147225,0.625222,0.227553
6826984,0.0362715,0.449435,0.514294
6828364,0.0677717,0.275691,0.656538
6818274,0.122435,0.64391,0.233655
6905792,0.0252799,0.231859,0.742861
6902102,0.0207604,0.320014,0.659225
6881468,0.044998,0.163424,0.791578
6844323,0.1307,0.363279,0.50602
6826289,0.00114117,0.0399939,0.958865
6828170,0.00349049,0.0183663,0.978143
6893971,0.0757343,0.538514,0.385751
6893959,0.0259943,0.414395,0.55961
6844672,0.0467424,0.296559,0.656698
6928124,0.0983982,0.456942,0.44466
6874872,0.0184741,0.259653,0.721873
6825227,0.068407,0.252156,0.679437
7221755,0.00290822,0.0324936,0.964598
6818777,0.0015677,0.0291058,0.969327
6924378,0.00376211,0.0288971,0.967341
6867995,0.0903079,0.359324,0.550368
6844843,0.152856,0.499143,0.348001
6843137,0.195528,0.511924,0.292547
6870524,0.20783,0.438906,0.353264
6847399,0.288977,0.42792,0.283103
6945740,0.0696639,0.453687,0.476649
7121225,0.00256514,0.0270866,0.970348
6907142,0.0119052,0.184029,0.804066
6839976,0.0123937,0.102623,0.884984
6940618,0.0530638,0.546156,0.40078
6931527,0.0165923,0.199363,0.784045
6937710,0.00237314,0.0445235,0.953103
6900504,0.00395619,0.0415535,0.95449
6861758,0.013996,0.331131,0.654873
6936702,0.00424087,0.058146,0.937613
6914924,0.0302082,0.2767,0.693092
6939866,0.0761893,0.293469,0.630342
6920215,0.00932923,0.103598,0.887073
6924950,0.247636,0.436687,0.315676
6838909,0.102035,0.337493,0.560472
6898239,0.00297046,0.0287338,0.968296
7162658,0.130641,0.384791,0.484568
6811958,0.451821,0.397274,0.150905
6851273,0.478768,0.296413,0.224819
6924163,0.00291755,0.0321202,0.964962
6911028,0.00239035,0.0599918,0.937618
6845949,0.154704,0.472843,0.372453
6845185,0.244797,0.510557,0.244646
6889148,0.101119,0.426646,0.472235
7223806,0.0406804,0.207593,0.751727
6912512,0.00125919,0.0168015,0.981939
6852175,0.0101785,0.081384,0.908437
6831332,0.0993613,0.361824,0.538815
6938129,0.00135059,0.0249104,0.973739
6852396,0.835918,0.106911,0.0571715
7188006,0.188874,0.249701,0.561425
6897835,0.319884,0.447012,0.233105
6843442,0.827948,0.152254,0.0197982
6938237,0.00190475,0.0738875,0.924208
7200580,0.13651,0.338147,0.525343
7159266,0.0106373,0.174007,0.815356
6946054,0.0120131,0.234864,0.753123
6905513,0.0059658,0.0135545,0.98048
6926066,0.0036039,0.060477,0.935919
6821960,0.0536498,0.356643,0.589707
6900218,0.00489706,0.0131072,0.981996
6843276,0.0643521,0.21546,0.720188
6931658,0.0498899,0.30098,0.64913
6829570,0.000629718,0.0111845,0.988186
6821964,0.0181237,0.136192,0.845684
6899898,0.00304115,0.0109255,0.986033
7613973,0.10792,0.438141,0.453939
6902726,0.00477342,0.0931236,0.902103
6821751,0.0489018,0.489859,0.461239
6862917,0.139819,0.485884,0.374297
6927669,0.00213211,0.0914535,0.906414
6920294,0.00429571,0.041354,0.95435
7227447,0.00764375,0.1309,0.861457
6867328,0.127075,0.292812,0.580113
6849040,0.0242152,0.296939,0.678846
6863119,0.0940141,0.372635,0.533351
6943403,0.025357,0.206467,0.768176
6895249,0.00636166,0.122692,0.870946
6845967,0.0183203,0.0464407,0.935239
6811992,0.0158869,0.0318089,0.952304
7181756,0.00765773,0.109043,0.883299
6883920,0.476018,0.392423,0.13156
6841962,0.0363421,0.183141,0.780517
6847206,0.00166199,0.0259403,0.972398
6868009,0.00491922,0.0705769,0.924504
6844141,0.0131371,0.143529,0.843334
6824974,0.000846372,0.00826527,0.990888
6945739,0.0382048,0.3281,0.633695
6892910,0.13756,0.32025,0.54219
6924435,0.0045637,0.137298,0.858138
6882413,0.0157387,0.315645,0.668616
7159807,0.0181723,0.299602,0.682226
6868416,0.00193935,0.031177,0.966884
6822533,0.0217974,0.311885,0.666317
7193096,0.105425,0.36433,0.530245
6838333,0.0247636,0.228596,0.746641
6919012,0.0108538,0.20126,0.787886
6943315,0.0194237,0.319239,0.661337
6919098,0.00115152,0.0154915,0.983357
6870160,0.048778,0.293211,0.658011
6839690,0.16819,0.454644,0.377167
6856046,0.0297388,0.118163,0.852098
6869518,0.00070576,0.00645899,0.992835
6936682,0.402614,0.434523,0.162864
6815532,0.00352469,0.0237656,0.97271
7149514,0.000164706,0.00454465,0.995291
6881923,0.0257718,0.567238,0.40699
6900542,0.0273288,0.351134,0.621538
6848164,0.00285951,0.0224985,0.974642
6816115,0.228623,0.476385,0.294992
7141797,0.0265408,0.284764,0.688695
6830950,0.0026646,0.0202371,0.977098
6844026,0.266363,0.481426,0.252211
6894208,0.148471,0.458656,0.392874
6910254,0.00102248,0.0393907,0.959587
6827863,0.000539074,0.00473492,0.994726
7167635,0.00415546,0.0701107,0.925734
6919507,0.799485,0.179297,0.0212185
6829357,0.0715196,0.453756,0.474725
6904251,0.00351735,0.0287967,0.967686
6815973,0.269685,0.471237,0.259078
6876830,0.0036415,0.00934959,0.987009
6823354,0.0109895,0.154249,0.834761
7160444,0.00541886,0.0791355,0.915446
6903909,0.000343823,0.00485373,0.994802
6930294,0.00476303,0.0868469,0.90839
6812345,0.032925,0.0443504,0.922725
6850024,0.0894979,0.722385,0.188117
6896877,0.101545,0.337068,0.561387
7175214,0.0697607,0.658727,0.271513
6918588,0.0404815,0.314343,0.645176
6922674,0.222197,0.476429,0.301374
6883071,0.0126139,0.125804,0.861582
6827035,0.0741259,0.145292,0.780582
6830789,0.000275906,0.0141304,0.985594
6816579,0.394769,0.455492,0.149739
6857374,0.0640965,0.606993,0.32891
6887898,0.0672264,0.457838,0.474936
7222523,0.00353966,0.0842834,0.912177
7254048,0.0177825,0.210638,0.77158
6884979,0.000505007,0.00566761,0.993827
6854290,0.00300845,0.0293774,0.967614
6874264,0.107825,0.334648,0.557527
6849188,0.471544,0.347269,0.181187
6897174,0.0458089,0.329648,0.624543
6811995,0.00441957,0.0291044,0.966476
7190754,0.00807012,0.0729128,0.919017
6888864,0.454492,0.402745,0.142763
6900497,0.00012985,0.00287726,0.996993
6835673,0.0022365,0.0194892,0.978274
6865591,0.0958095,0.307288,0.596903
6878165,0.0356504,0.241406,0.722944
6935966,0.746291,0.133795,0.119914
7210158,0.00561893,0.0945589,0.899822
6905970,0.150222,0.378462,0.471317
6912716,0.58886,0.342953,0.0681869
6874031,0.0693102,0.31326,0.61743
6889957,0.00853801,0.0696951,0.921767
6855025,0.00387248,0.20131,0.794817
6905519,0.00599936,0.201574,0.792427
6845516,0.130758,0.548707,0.320535
6856382,0.00219688,0.0441735,0.95363
6821229,0.0707963,0.389654,0.53955
6902829,0.0741974,0.360268,0.565535
6843286,0.0137256,0.161507,0.824768
7232022,0.206517,0.583245,0.210238
6876588,0.0522888,0.465502,0.48221
6937099,0.128429,0.438631,0.43294
6922450,0.0946467,0.662045,0.243309
6825673,0.00288522,0.0615415,0.935573
6818701,0.0229644,0.167501,0.809535
6906818,0.00215717,0.0536241,0.944219
6934650,0.00368321,0.0283119,0.968005
7218277,0.0142143,0.149679,0.836106
6853627,0.282002,0.508852,0.209146
6843654,0.358717,0.349694,0.291588
6930992,0.0225672,0.14056,0.836872
6816286,0.00278161,0.0871362,0.910082
6887751,0.00678834,0.287201,0.706011
6898087,0.00161964,0.0170593,0.981321
6833186,0.0663186,0.499777,0.433905
6943276,0.0343448,0.270727,0.694929
6891514,0.000705379,0.0243708,0.974924
6847899,0.00519935,0.210941,0.78386
6891668,0.000533408,0.00525192,0.994215
6870395,0.00239822,0.0338205,0.963781
6812178,0.00937849,0.0351248,0.955497
6868013,0.0179765,0.242289,0.739734
6872135,0.146393,0.270437,0.58317
6814402,0.0306378,0.25684,0.712523
6836614,0.000212749,0.00496226,0.994825
6911384,0.0151255,0.186992,0.797882
6888106,0.0975794,0.499253,0.403167
6878433,0.182391,0.53354,0.284069
6908618,0.00315775,0.046058,0.950784
7100469,0.481453,0.320922,0.197625
6876003,0.0136188,0.170564,0.815817
6812741,0.000169513,0.00413061,0.9957
6890443,0.0601625,0.539381,0.400457
6839476,0.148881,0.291299,0.55982
6927826,0.170339,0.537584,0.292076
6864812,0.000840763,0.00508977,0.994069
6854485,0.330519,0.41165,0.257832
7112631,0.352254,0.524578,0.123169
6869876,0.000294,0.00351495,0.996191
6834998,0.000450872,0.00763763,0.991911
6947568,0.408546,0.46864,0.122813
6835568,0.0135379,0.188837,0.797625
6891436,0.000422866,0.0163093,0.983268
6820682,0.445064,0.464587,0.0903495
6895003,0.192545,0.688539,0.118917
6926825,0.12296,0.438513,0.438527
6814170,0.0541194,0.310923,0.634958
6906061,0.00889089,0.217482,0.773627
6934067,0.0512932,0.365561,0.583146
6915943,0.0803,0.420893,0.498807
6933855,0.023457,0.197467,0.779076
6878471,0.00935967,0.191313,0.799327
6834527,0.171484,0.588141,0.240375
6846722,0.11095,0.444624,0.444426
6871387,0.0904914,0.463268,0.44624
6846289,0.00512769,0.053973,0.940899
6918872,0.0808996,0.545651,0.37345
6870944,0.031229,0.24924,0.719531
6875204,0.0581672,0.399926,0.541906
6933011,0.193635,0.500899,0.305466
6838711,0.0300052,0.311129,0.658866
6891872,0.000807664,0.0197995,0.979393
6944916,0.00146528,0.00768721,0.990847
6862281,0.0169327,0.0491851,0.933882
6937849,0.018172,0.357265,0.624563
6941373,0.008317,0.0221909,0.969492
6879006,0.362812,0.518061,0.119127
6865999,0.018722,0.181055,0.800223
6839080,0.0507639,0.75929,0.189946
6819499,0.413329,0.529458,0.057213
6902025,0.00355539,0.224665,0.77178
6892970,0.0239627,0.295321,0.680716
6907523,0.00287709,0.0648938,0.932229
6908362,0.00352449,0.0665329,0.929943
6887047,0.0999364,0.380853,0.519211
6924079,0.000734211,0.0239776,0.975288
6849917,0.0182226,0.44769,0.534088
6858824,0.0428216,0.242527,0.714652
6865082,0.000548351,0.00941262,0.990039
6878973,0.0353478,0.466934,0.497718
